date,district,daily_consumption_kwh,temperature_c,day_of_week,population
2023-03-06,District C,60.7,7.8,Monday,20000
2023-03-06,District D,30.9,6.0,Monday,12000
2023-03-06,District E,31.8,8.0,Monday,8000
2023-03-07,District A,48.2,5.6,Tuesday,10000
2023-03-07,District B,56.4,10.3,Tuesday,15000
2023-03-07,District C,44.8,10.8,Tuesday,20000
2023-03-07,District D,46.7,8.3,Tuesday,12000
2023-03-07,District E,34.8,10.8,Tuesday,8000
2023-03-08,District A,48.2,6.9,Wednesday,10000
2023-03-08,District B,69.4,5.9,Wednesday,15000
2023-03-08,District C,50.6,11.8,Wednesday,20000
2023-03-08,District D,25.5,10.1,Wednesday,12000
2023-03-08,District E,28.4,7.8,Wednesday,8000
2023-03-09,District A,48.1,9.1,Thursday,10000
2023-03-09,District B,51.7,9.7,Thursday,15000
2023-03-09,District C,97.0,10.7,Thursday,20000
2023-03-09,District D,59.4,5.2,Thursday,12000
2023-03-09,District E,35.5,5.6,Thursday,8000
2023-03-10,District A,25.2,7.0,Friday,10000
2023-03-10,District B,61.9,8.1,Friday,15000
2023-03-10,District C,45.4,7.7,Friday,20000
2023-03-10,District D,59.3,9.2,Friday,12000
2023-03-10,District E,22.3,7.7,Friday,8000
2023-03-11,District A,21.5,8.1,Saturday,10000
2023-03-11,District B,67.2,10.7,Saturday,15000
2023-03-11,District C,61.2,9.1,Saturday,20000
2023-03-11,District D,44.0,10.6,Saturday,12000
2023-03-11,District E,31.2,10.8,Saturday,8000
2023-03-12,District A,38.0,10.5,Sunday,10000
2023-03-12,District B,73.1,7.9,Sunday,15000
2023-03-12,District C,76.3,8.8,Sunday,20000
2023-03-12,District D,46.5,6.5,Sunday,12000
2023-03-12,District E,20.4,9.0,Sunday,8000
2023-03-13,District A,40.0,5.4,Monday,10000
2023-03-13,District B,56.2,10.3,Monday,15000
2023-03-13,District C,84.0,6.6,Monday,20000
2023-03-13,District D,41.9,5.6,Monday,12000
2023-03-13,District E,21.4,6.1,Monday,8000
2023-03-14,District A,31.6,6.4,Tuesday,10000
2023-03-14,District B,47.9,5.4,Tuesday,15000
2023-03-14,District C,69.0,8.6,Tuesday,20000
2023-03-14,District D,54.2,7.7,Tuesday,12000
2023-03-14,District E,28.1,6.0,Tuesday,8000
2023-03-15,District A,22.1,5.4,Wednesday,10000
2023-03-15,District B,55.5,9.0,Wednesday,15000
2023-03-15,District C,73.5,11.1,Wednesday,20000
2023-03-15,District D,25.8,11.7,Wednesday,12000
2023-03-15,District E,17.1,5.7,Wednesday,8000
2023-03-16,District A,36.2,6.3,Thursday,10000
2023-03-16,District B,32.1,9.5,Thursday,15000
2023-03-16,District C,90.5,11.6,Thursday,20000
2023-03-16,District D,26.8,7.1,Thursday,12000
2023-03-16,District E,19.0,6.2,Thursday,8000
2023-03-17,District A,37.3,5.9,Friday,10000
2023-03-17,District B,48.4,6.7,Friday,15000
2023-03-17,District C,85.1,11.9,Friday,20000
2023-03-17,District D,30.6,11.6,Friday,12000
2023-03-17,District E,30.8,7.7,Friday,8000
2023-03-18,District A,20.1,5.5,Saturday,10000
2023-03-18,District B,58.9,9.7,Saturday,15000
2023-03-18,District C,69.4,7.9,Saturday,20000
2023-03-18,District D,24.9,7.9,Saturday,12000
2023-03-18,District E,20.2,7.3,Saturday,8000
2023-03-19,District A,48.7,5.7,Sunday,10000
2023-03-19,District B,62.8,9.2,Sunday,15000
2023-03-19,District C,63.6,7.2,Sunday,20000
2023-03-19,District D,27.5,6.7,Sunday,12000
2023-03-19,District E,35.1,6.3,Sunday,8000
2023-03-20,District A,38.2,9.7,Monday,10000
2023-03-20,District B,75.1,8.3,Monday,15000
2023-03-20,District C,59.7,5.5,Monday,20000
2023-03-20,District D,54.8,7.4,Monday,12000
2023-03-20,District E,22.9,11.9,Monday,8000
2023-03-21,District A,44.9,11.1,Tuesday,10000
2023-03-21,District B,48.0,6.6,Tuesday,15000
2023-03-21,District C,98.7,7.9,Tuesday,20000
2023-03-21,District D,52.8,6.3,Tuesday,12000
2023-03-21,District E,33.5,7.3,Tuesday,8000
2023-03-22,District A,37.4,7.9,Wednesday,10000
2023-03-22,District B,66.2,10.8,Wednesday,15000
2023-03-22,District C,43.6,11.1,Wednesday,20000
2023-03-22,District D,29.0,9.8,Wednesday,12000
2023-03-22,District E,29.2,7.9,Wednesday,8000
2023-03-23,District A,35.6,7.8,Thursday,10000
2023-03-23,District B,36.1,12.0,Thursday,15000
2023-03-23,District C,63.8,9.7,Thursday,20000
2023-03-23,District D,29.7,5.9,Thursday,12000
2023-03-23,District E,37.1,11.6,Thursday,8000
2023-03-24,District A,52.2,11.3,Friday,10000
2023-03-24,District B,48.3,6.5,Friday,15000
2023-03-24,District C,72.5,9.7,Friday,20000
2023-03-24,District D,38.7,7.9,Friday,12000
2023-03-24,District E,31.3,9.2,Friday,8000
2023-03-25,District A,34.2,6.1,Saturday,10000
2023-03-25,District B,55.7,8.9,Saturday,15000
2023-03-25,District C,84.5,6.5,Saturday,20000
2023-03-25,District D,36.8,5.2,Saturday,12000
2023-03-25,District E,29.5,10.5,Saturday,8000
2023-03-26,District A,40.8,6.8,Sunday,10000
2023-03-26,District B,65.8,9.0,Sunday,15000
2023-03-26,District C,76.6,10.1,Sunday,20000
2023-03-26,District D,28.8,8.4,Sunday,12000
2023-03-26,District E,26.1,6.8,Sunday,8000
2023-03-27,District A,37.2,9.2,Monday,10000
2023-03-27,District B,31.8,7.0,Monday,15000
2023-03-27,District C,60.0,8.5,Monday,20000
2023-03-27,District D,26.1,10.1,Monday,12000
2023-03-27,District E,40.5,9.1,Monday,8000
2023-03-28,District A,34.1,6.2,Tuesday,10000
2023-03-28,District B,58.2,5.6,Tuesday,15000
2023-03-28,District C,64.4,8.9,Tuesday,20000
2023-03-28,District D,56.3,8.6,Tuesday,12000
2023-03-28,District E,16.5,6.4,Tuesday,8000
2023-03-29,District A,37.3,11.0,Wednesday,10000
2023-03-29,District B,56.9,11.2,Wednesday,15000
2023-03-29,District C,65.8,10.7,Wednesday,20000
2023-03-29,District D,56.9,10.2,Wednesday,12000
2023-03-29,District E,20.3,9.0,Wednesday,8000
2023-03-30,District A,26.0,6.9,Thursday,10000
2023-03-30,District B,43.8,6.7,Thursday,15000
2023-03-30,District C,75.3,8.9,Thursday,20000
2023-03-30,District D,46.2,8.0,Thursday,12000
2023-03-30,District E,18.1,5.6,Thursday,8000
2023-03-31,District A,37.3,6.2,Friday,10000
2023-03-31,District B,44.9,6.5,Friday,15000
2023-03-31,District C,93.1,7.8,Friday,20000
2023-03-31,District D,49.7,5.1,Friday,12000
2023-03-31,District E,36.9,9.7,Friday,8000
2023-04-01,District A,20.6,17.5,Saturday,10000
2023-04-01,District B,69.9,11.2,Saturday,15000
2023-04-01,District C,73.9,13.7,Saturday,20000
2023-04-01,District D,48.4,15.3,Saturday,12000
2023-04-01,District E,39.9,17.5,Saturday,8000
2023-04-02,District A,28.6,15.8,Sunday,10000
2023-04-02,District B,32.2,17.0,Sunday,15000
2023-04-02,District C,93.8,11.8,Sunday,20000
2023-04-02,District D,31.9,12.0,Sunday,12000
2023-04-02,District E,36.6,11.1,Sunday,8000
2023-04-03,District A,42.3,14.0,Monday,10000
2023-04-03,District B,67.3,11.9,Monday,15000
2023-04-03,District C,61.7,16.1,Monday,20000
2023-04-03,District D,33.1,13.3,Monday,12000
2023-04-03,District E,33.1,17.8,Monday,8000
2023-04-04,District A,29.1,17.5,Tuesday,10000
2023-04-04,District B,64.5,16.3,Tuesday,15000
2023-04-04,District C,97.9,15.5,Tuesday,20000
2023-04-04,District D,28.7,13.1,Tuesday,12000
2023-04-04,District E,33.5,15.4,Tuesday,8000
2023-04-05,District A,26.2,14.6,Wednesday,10000
2023-04-05,District B,44.0,14.0,Wednesday,15000
2023-04-05,District C,78.7,13.4,Wednesday,20000
2023-04-05,District D,32.4,16.0,Wednesday,12000
2023-04-05,District E,22.5,13.2,Wednesday,8000
2023-04-06,District A,43.5,11.6,Thursday,10000
2023-04-06,District B,46.7,17.3,Thursday,15000
2023-04-06,District C,93.8,16.0,Thursday,20000
2023-04-06,District D,30.6,16.8,Thursday,12000
2023-04-06,District E,25.0,17.7,Thursday,8000
2023-04-07,District A,23.0,12.7,Friday,10000
2023-04-07,District B,36.7,13.9,Friday,15000
2023-04-07,District C,62.0,12.0,Friday,20000
2023-04-07,District D,58.3,16.5,Friday,12000
2023-04-07,District E,38.4,12.4,Friday,8000
2023-04-08,District A,42.9,16.9,Saturday,10000
2023-04-08,District B,61.1,11.2,Saturday,15000
2023-04-08,District C,81.0,17.6,Saturday,20000
2023-04-08,District D,42.0,12.7,Saturday,12000
2023-04-08,District E,28.3,15.2,Saturday,8000
2023-04-09,District A,29.4,11.0,Sunday,10000
2023-04-09,District B,68.8,16.4,Sunday,15000
2023-04-09,District C,97.1,11.1,Sunday,20000
2023-04-09,District D,47.8,12.6,Sunday,12000
2023-04-09,District E,35.5,16.0,Sunday,8000
2023-04-10,District A,30.9,17.6,Monday,10000
2023-04-10,District B,37.7,16.9,Monday,15000
2023-04-10,District C,88.7,15.6,Monday,20000
2023-04-10,District D,34.7,15.4,Monday,12000
2023-04-10,District E,21.1,17.0,Monday,8000
2023-04-11,District A,41.5,10.4,Tuesday,10000
2023-04-11,District B,68.2,13.8,Tuesday,15000
2023-04-11,District C,50.1,13.1,Tuesday,20000
2023-04-11,District D,43.8,16.7,Tuesday,12000
2023-04-11,District E,33.3,11.5,Tuesday,8000
2023-04-12,District A,38.1,14.1,Wednesday,10000
2023-04-12,District B,67.3,13.7,Wednesday,15000
2023-04-12,District C,82.6,16.6,Wednesday,20000
2023-04-12,District D,54.2,10.8,Wednesday,12000
2023-04-12,District E,32.7,15.4,Wednesday,8000
2023-04-13,District A,46.4,12.9,Thursday,10000
2023-04-13,District B,35.1,15.8,Thursday,15000
2023-04-13,District C,93.2,13.3,Thursday,20000
2023-04-13,District D,58.6,10.4,Thursday,12000
2023-04-13,District E,31.2,15.4,Thursday,8000
2023-04-14,District A,28.8,12.2,Friday,10000
2023-04-14,District B,45.6,17.5,Friday,15000
2023-04-14,District C,66.8,16.2,Friday,20000
2023-04-14,District D,25.6,11.1,Friday,12000
2023-04-14,District E,41.4,14.4,Friday,8000
2023-04-15,District A,30.7,13.0,Saturday,10000
2023-04-15,District B,53.4,12.8,Saturday,15000
2023-04-15,District C,92.8,13.5,Saturday,20000
2023-04-15,District D,42.3,14.0,Saturday,12000
2023-04-15,District E,39.6,11.1,Saturday,8000
2023-04-16,District A,22.2,12.0,Sunday,10000
2023-04-16,District B,56.8,15.3,Sunday,15000
2023-04-16,District C,65.3,13.3,Sunday,20000
2023-04-16,District D,31.0,16.3,Sunday,12000
2023-04-16,District E,31.6,16.6,Sunday,8000
2023-04-17,District A,35.4,13.4,Monday,10000
2023-04-17,District B,67.0,12.1,Monday,15000
2023-04-17,District C,62.2,14.1,Monday,20000
2023-04-17,District D,62.8,14.8,Monday,12000
2023-04-17,District E,40.0,13.5,Monday,8000
2023-04-18,District A,21.6,12.8,Tuesday,10000
2023-04-18,District B,48.8,11.6,Tuesday,15000
2023-04-18,District C,40.0,11.8,Tuesday,20000
2023-04-18,District D,54.4,17.3,Tuesday,12000
2023-04-18,District E,20.0,15.9,Tuesday,8000
2023-04-19,District A,22.0,11.0,Wednesday,10000
2023-04-19,District B,71.8,15.8,Wednesday,15000
2023-04-19,District C,47.1,13.4,Wednesday,20000
2023-04-19,District D,36.6,14.1,Wednesday,12000
2023-04-19,District E,30.9,13.0,Wednesday,8000
2023-04-20,District A,23.3,15.7,Thursday,10000
2023-04-20,District B,74.7,10.3,Thursday,15000
2023-04-20,District C,43.2,11.9,Thursday,20000
2023-04-20,District D,25.4,11.5,Thursday,12000
2023-04-20,District E,35.3,13.1,Thursday,8000
2023-04-21,District A,35.0,12.7,Friday,10000
2023-04-21,District B,55.5,15.4,Friday,15000
2023-04-21,District C,96.6,16.9,Friday,20000
2023-04-21,District D,54.6,10.1,Friday,12000
2023-04-21,District E,41.7,13.7,Friday,8000
2023-04-22,District A,49.6,13.9,Saturday,10000
2023-04-22,District B,41.2,16.0,Saturday,15000
2023-04-22,District C,99.5,14.3,Saturday,20000
2023-04-22,District D,27.5,16.9,Saturday,12000
2023-04-22,District E,24.3,15.7,Saturday,8000
2023-04-23,District A,32.1,10.1,Sunday,10000
2023-04-23,District B,66.8,11.9,Sunday,15000
2023-04-23,District C,89.7,12.7,Sunday,20000
2023-04-23,District D,35.1,10.0,Sunday,12000
2023-04-23,District E,21.6,11.9,Sunday,8000
2023-04-24,District A,26.9,10.5,Monday,10000
2023-04-24,District B,45.3,14.4,Monday,15000
2023-04-24,District C,65.7,13.3,Monday,20000
2023-04-24,District D,59.4,17.0,Monday,12000
2023-04-24,District E,25.1,13.9,Monday,8000
2023-04-25,District A,48.6,10.9,Tuesday,10000
2023-04-25,District B,43.4,10.5,Tuesday,15000
2023-04-25,District C,59.2,12.4,Tuesday,20000
2023-04-25,District D,52.2,11.3,Tuesday,12000
2023-04-25,District E,31.2,11.0,Tuesday,8000
2023-04-26,District A,22.1,11.0,Wednesday,10000
2023-04-26,District B,38.6,17.3,Wednesday,15000
2023-04-26,District C,72.7,16.6,Wednesday,20000
2023-04-26,District D,58.4,10.6,Wednesday,12000
2023-04-26,District E,36.6,12.0,Wednesday,8000
2023-04-27,District A,45.6,11.4,Thursday,10000
2023-04-27,District B,53.0,10.1,Thursday,15000
2023-04-27,District C,96.1,16.2,Thursday,20000
2023-04-27,District D,53.5,17.3,Thursday,12000
2023-04-27,District E,20.8,17.1,Thursday,8000
2023-04-28,District A,30.1,12.3,Friday,10000
2023-04-28,District B,50.1,13.0,Friday,15000
2023-04-28,District C,52.1,14.4,Friday,20000
2023-04-28,District D,31.5,15.5,Friday,12000
2023-04-28,District E,29.5,12.5,Friday,8000
2023-04-29,District A,42.2,16.4,Saturday,10000
2023-04-29,District B,37.0,15.2,Saturday,15000
2023-04-29,District C,45.2,14.4,Saturday,20000
2023-04-29,District D,38.9,13.0,Saturday,12000
2023-04-29,District E,22.6,10.3,Saturday,8000
2023-04-30,District A,48.6,17.6,Sunday,10000
2023-04-30,District B,31.9,12.8,Sunday,15000
2023-04-30,District C,63.5,11.4,Sunday,20000
2023-04-30,District D,29.1,17.6,Sunday,12000
2023-04-30,District E,18.6,16.1,Sunday,8000
2023-05-01,District A,33.0,21.9,Monday,10000
2023-05-01,District B,47.7,20.4,Monday,15000
2023-05-01,District C,54.1,19.4,Monday,20000
2023-05-01,District D,60.7,16.0,Monday,12000
2023-05-01,District E,39.2,21.4,Monday,8000
2023-05-02,District A,44.2,19.4,Tuesday,10000
2023-05-02,District B,45.1,15.5,Tuesday,15000
2023-05-02,District C,78.1,17.2,Tuesday,20000
2023-05-02,District D,29.3,17.5,Tuesday,12000
2023-05-02,District E,35.5,19.2,Tuesday,8000
2023-05-03,District A,24.0,17.7,Wednesday,10000
2023-05-03,District B,40.7,16.4,Wednesday,15000
2023-05-03,District C,78.6,17.1,Wednesday,20000
2023-05-03,District D,49.1,19.2,Wednesday,12000
2023-05-03,District E,35.8,17.5,Wednesday,8000
2023-05-04,District A,34.1,16.4,Thursday,10000
2023-05-04,District B,38.1,20.6,Thursday,15000
2023-05-04,District C,93.0,15.8,Thursday,20000
2023-05-04,District D,48.6,17.4,Thursday,12000
2023-05-04,District E,32.6,15.2,Thursday,8000
2023-05-05,District A,22.8,17.2,Friday,10000
2023-05-05,District B,42.9,19.3,Friday,15000
2023-05-05,District C,47.1,17.7,Friday,20000
2023-05-05,District D,36.5,16.0,Friday,12000
2023-05-05,District E,39.8,15.6,Friday,8000
2023-05-06,District A,34.5,15.0,Saturday,10000
2023-05-06,District B,43.8,15.9,Saturday,15000
2023-05-06,District C,49.7,21.5,Saturday,20000
2023-05-06,District D,31.4,21.8,Saturday,12000
2023-05-06,District E,29.1,20.2,Saturday,8000
2023-05-07,District A,36.6,21.2,Sunday,10000
2023-05-07,District B,38.8,18.7,Sunday,15000
2023-05-07,District C,95.0,16.2,Sunday,20000
2023-05-07,District D,37.4,17.3,Sunday,12000
2023-05-07,District E,24.1,20.3,Sunday,8000
2023-05-08,District A,44.2,21.7,Monday,10000
2023-05-08,District B,73.1,19.2,Monday,15000
2023-05-08,District C,58.2,15.3,Monday,20000
2023-05-08,District D,33.8,18.3,Monday,12000
2023-05-08,District E,40.0,20.2,Monday,8000
2023-05-09,District A,30.3,18.0,Tuesday,10000
2023-05-09,District B,50.0,21.7,Tuesday,15000
2023-05-09,District C,61.1,18.4,Tuesday,20000
2023-05-09,District D,44.5,21.4,Tuesday,12000
2023-05-09,District E,35.5,20.3,Tuesday,8000
2023-05-10,District A,33.0,17.4,Wednesday,10000
2023-05-10,District B,46.3,20.9,Wednesday,15000
2023-05-10,District C,96.5,20.6,Wednesday,20000
2023-05-10,District D,50.7,19.4,Wednesday,12000
2023-05-10,District E,36.3,20.6,Wednesday,8000
2023-05-11,District A,21.5,17.8,Thursday,10000
2023-05-11,District B,60.3,17.8,Thursday,15000
2023-05-11,District C,84.9,18.2,Thursday,20000
2023-05-11,District D,46.9,17.5,Thursday,12000
2023-05-11,District E,34.0,16.3,Thursday,8000
2023-05-12,District A,27.4,18.8,Friday,10000
2023-05-12,District B,66.9,17.0,Friday,15000
2023-05-12,District C,55.6,18.4,Friday,20000
2023-05-12,District D,52.2,21.8,Friday,12000
2023-05-12,District E,27.6,21.7,Friday,8000
2023-05-13,District A,46.9,18.3,Saturday,10000
2023-05-13,District B,61.8,18.7,Saturday,15000
2023-05-13,District C,66.8,16.8,Saturday,20000
2023-05-13,District D,31.4,15.9,Saturday,12000
2023-05-13,District E,16.9,15.0,Saturday,8000
2023-05-14,District A,27.3,21.8,Sunday,10000
2023-05-14,District B,67.8,19.6,Sunday,15000
2023-05-14,District C,49.2,18.9,Sunday,20000
2023-05-14,District D,45.6,20.1,Sunday,12000
2023-05-14,District E,34.5,20.1,Sunday,8000
2023-05-15,District A,39.1,21.8,Monday,10000
2023-05-15,District B,62.1,17.4,Monday,15000
2023-05-15,District C,98.5,15.5,Monday,20000
2023-05-15,District D,37.6,15.8,Monday,12000
2023-05-15,District E,31.9,20.7,Monday,8000
2023-05-16,District A,34.2,17.8,Tuesday,10000
2023-05-16,District B,45.3,21.0,Tuesday,15000
2023-05-16,District C,45.3,21.1,Tuesday,20000
2023-05-16,District D,54.5,20.4,Tuesday,12000
2023-05-16,District E,26.3,16.3,Tuesday,8000
2023-05-17,District A,41.2,16.2,Wednesday,10000
2023-05-17,District B,58.6,18.7,Wednesday,15000
2023-05-17,District C,52.7,16.4,Wednesday,20000
2023-05-17,District D,35.6,15.3,Wednesday,12000
2023-05-17,District E,36.6,18.9,Wednesday,8000
2023-05-18,District A,33.1,19.7,Thursday,10000
2023-05-18,District B,62.4,21.7,Thursday,15000
2023-05-18,District C,71.7,21.5,Thursday,20000
2023-05-18,District D,25.9,16.8,Thursday,12000
2023-05-18,District E,18.9,20.1,Thursday,8000
2023-05-19,District A,37.8,17.1,Friday,10000
2023-05-19,District B,59.9,19.0,Friday,15000
2023-05-19,District C,65.9,16.2,Friday,20000
2023-05-19,District D,61.9,19.3,Friday,12000
2023-05-19,District E,40.0,20.1,Friday,8000
2023-05-20,District A,37.8,20.3,Saturday,10000
2023-05-20,District B,60.0,16.3,Saturday,15000
2023-05-20,District C,76.1,19.4,Saturday,20000
2023-05-20,District D,43.0,18.4,Saturday,12000
2023-05-20,District E,28.5,17.3,Saturday,8000
2023-05-21,District A,44.2,16.4,Sunday,10000
2023-05-21,District B,33.8,16.3,Sunday,15000
2023-05-21,District C,79.5,18.1,Sunday,20000
2023-05-21,District D,34.0,18.1,Sunday,12000
2023-05-21,District E,24.3,18.9,Sunday,8000
2023-05-22,District A,50.1,21.5,Monday,10000
2023-05-22,District B,47.0,18.5,Monday,15000
2023-05-22,District C,44.3,20.2,Monday,20000
2023-05-22,District D,37.9,18.3,Monday,12000
2023-05-22,District E,17.1,21.4,Monday,8000
2023-05-23,District A,42.2,18.9,Tuesday,10000
2023-05-23,District B,33.8,18.4,Tuesday,15000
2023-05-23,District C,71.1,21.8,Tuesday,20000
2023-05-23,District D,32.5,19.3,Tuesday,12000
2023-05-23,District E,26.3,18.4,Tuesday,8000
2023-05-24,District A,23.2,15.5,Wednesday,10000
2023-05-24,District B,40.8,20.9,Wednesday,15000
2023-05-24,District C,70.3,16.4,Wednesday,20000
2023-05-24,District D,26.2,20.4,Wednesday,12000
2023-05-24,District E,18.9,19.0,Wednesday,8000
2023-05-25,District A,21.6,15.3,Thursday,10000
2023-05-25,District B,35.3,20.8,Thursday,15000
2023-05-25,District C,66.3,15.3,Thursday,20000
2023-05-25,District D,33.4,20.9,Thursday,12000
2023-05-25,District E,17.0,18.0,Thursday,8000
2023-05-26,District A,39.2,18.1,Friday,10000
2023-05-26,District B,47.2,19.0,Friday,15000
2023-05-26,District C,48.7,17.2,Friday,20000
2023-05-26,District D,29.0,17.6,Friday,12000
2023-05-26,District E,41.2,20.4,Friday,8000
2023-05-27,District A,46.0,21.8,Saturday,10000
2023-05-27,District B,61.5,19.2,Saturday,15000
2023-05-27,District C,77.8,17.0,Saturday,20000
2023-05-27,District D,41.4,18.2,Saturday,12000
2023-05-27,District E,22.8,20.3,Saturday,8000
2023-05-28,District A,47.7,17.2,Sunday,10000
2023-05-28,District B,51.9,15.4,Sunday,15000
2023-05-28,District C,76.6,21.4,Sunday,20000
2023-05-28,District D,33.0,18.8,Sunday,12000
2023-05-28,District E,36.4,17.4,Sunday,8000
2023-05-29,District A,37.2,18.9,Monday,10000
2023-05-29,District B,32.3,15.7,Monday,15000
2023-05-29,District C,65.8,21.7,Monday,20000
2023-05-29,District D,28.2,19.2,Monday,12000
2023-05-29,District E,40.3,19.8,Monday,8000
2023-05-30,District A,23.8,19.0,Tuesday,10000
2023-05-30,District B,64.5,19.1,Tuesday,15000
2023-05-30,District C,92.8,17.8,Tuesday,20000
2023-05-30,District D,56.4,19.5,Tuesday,12000
2023-05-30,District E,19.2,19.4,Tuesday,8000
2023-05-31,District A,26.1,17.2,Wednesday,10000
2023-05-31,District B,64.2,21.4,Wednesday,15000
2023-05-31,District C,58.1,19.7,Wednesday,20000
2023-05-31,District D,51.2,16.3,Wednesday,12000
2023-05-31,District E,21.4,18.3,Wednesday,8000
2023-06-01,District A,21.2,24.9,Thursday,10000
2023-06-01,District B,51.1,22.6,Thursday,15000
2023-06-01,District C,99.1,21.2,Thursday,20000
2023-06-01,District D,28.7,21.7,Thursday,12000
2023-06-01,District E,34.5,21.6,Thursday,8000
2023-06-02,District A,38.8,23.4,Friday,10000
2023-06-02,District B,33.1,20.2,Friday,15000
2023-06-02,District C,93.4,23.6,Friday,20000
2023-06-02,District D,25.6,27.1,Friday,12000
2023-06-02,District E,39.8,24.3,Friday,8000
2023-06-03,District A,44.9,23.1,Saturday,10000
2023-06-03,District B,72.1,21.1,Saturday,15000
2023-06-03,District C,86.8,26.0,Saturday,20000
2023-06-03,District D,33.4,25.4,Saturday,12000
2023-06-03,District E,20.4,27.5,Saturday,8000
2023-06-04,District A,41.0,22.7,Sunday,10000
2023-06-04,District B,64.6,26.1,Sunday,15000
2023-06-04,District C,87.9,21.6,Sunday,20000
2023-06-04,District D,23.7,25.9,Sunday,12000
2023-06-04,District E,22.8,23.1,Sunday,8000
2023-06-05,District A,52.0,22.4,Monday,10000
2023-06-05,District B,58.9,25.1,Monday,15000
2023-06-05,District C,59.2,27.8,Monday,20000
2023-06-05,District D,37.5,26.4,Monday,12000
2023-06-05,District E,19.2,27.0,Monday,8000
2023-06-06,District A,23.9,27.6,Tuesday,10000
2023-06-06,District B,64.0,22.6,Tuesday,15000
2023-06-06,District C,76.5,23.2,Tuesday,20000
2023-06-06,District D,50.7,23.6,Tuesday,12000
2023-06-06,District E,17.4,21.8,Tuesday,8000
2023-06-07,District A,34.2,22.4,Wednesday,10000
2023-06-07,District B,46.0,21.3,Wednesday,15000
2023-06-07,District C,43.4,23.2,Wednesday,20000
2023-06-07,District D,55.8,24.7,Wednesday,12000
2023-06-07,District E,30.3,21.2,Wednesday,8000
2023-06-08,District A,29.3,25.3,Thursday,10000
2023-06-08,District B,43.6,25.6,Thursday,15000
2023-06-08,District C,40.4,24.0,Thursday,20000
2023-06-08,District D,43.0,25.5,Thursday,12000
2023-06-08,District E,24.8,20.3,Thursday,8000
2023-06-09,District A,30.8,27.8,Friday,10000
2023-06-09,District B,74.5,24.0,Friday,15000
2023-06-09,District C,70.8,25.7,Friday,20000
2023-06-09,District D,52.1,26.4,Friday,12000
2023-06-09,District E,28.8,23.7,Friday,8000
2023-06-10,District A,49.0,23.1,Saturday,10000
2023-06-10,District B,30.4,25.6,Saturday,15000
2023-06-10,District C,62.0,26.9,Saturday,20000
2023-06-10,District D,43.8,20.6,Saturday,12000
2023-06-10,District E,37.1,23.3,Saturday,8000
2023-06-11,District A,44.8,21.6,Sunday,10000
2023-06-11,District B,32.5,24.5,Sunday,15000
2023-06-11,District C,63.7,27.8,Sunday,20000
2023-06-11,District D,40.9,22.3,Sunday,12000
2023-06-11,District E,21.0,26.9,Sunday,8000
2023-06-12,District A,25.1,21.5,Monday,10000
2023-06-12,District B,68.4,22.4,Monday,15000
2023-06-12,District C,56.3,23.8,Monday,20000
2023-06-12,District D,37.8,21.3,Monday,12000
2023-06-12,District E,22.9,27.5,Monday,8000
2023-06-13,District A,31.1,27.9,Tuesday,10000
2023-06-13,District B,70.1,21.4,Tuesday,15000
2023-06-13,District C,82.6,23.7,Tuesday,20000
2023-06-13,District D,23.2,27.9,Tuesday,12000
2023-06-13,District E,33.3,20.8,Tuesday,8000
2023-06-14,District A,25.5,22.3,Wednesday,10000
2023-06-14,District B,31.0,20.3,Wednesday,15000
2023-06-14,District C,43.3,26.2,Wednesday,20000
2023-06-14,District D,45.8,23.7,Wednesday,12000
2023-06-14,District E,16.7,23.4,Wednesday,8000
2023-06-15,District A,18.3,26.3,Thursday,10000
2023-06-15,District B,63.2,26.1,Thursday,15000
2023-06-15,District C,72.1,23.5,Thursday,20000
2023-06-15,District D,38.0,23.8,Thursday,12000
2023-06-15,District E,33.7,27.1,Thursday,8000
2023-06-16,District A,40.4,22.7,Friday,10000
2023-06-16,District B,69.3,27.4,Friday,15000
2023-06-16,District C,70.5,24.1,Friday,20000
2023-06-16,District D,61.4,22.2,Friday,12000
2023-06-16,District E,31.4,21.1,Friday,8000
2023-06-17,District A,28.4,22.3,Saturday,10000
2023-06-17,District B,74.9,23.2,Saturday,15000
2023-06-17,District C,74.7,20.4,Saturday,20000
2023-06-17,District D,29.6,20.7,Saturday,12000
2023-06-17,District E,28.3,23.5,Saturday,8000
2023-06-18,District A,29.5,22.1,Sunday,10000
2023-06-18,District B,43.6,20.7,Sunday,15000
2023-06-18,District C,87.0,27.7,Sunday,20000
2023-06-18,District D,44.6,22.7,Sunday,12000
2023-06-18,District E,14.5,27.3,Sunday,8000
2023-06-19,District A,45.8,26.5,Monday,10000
2023-06-19,District B,39.1,20.7,Monday,15000
2023-06-19,District C,68.3,27.7,Monday,20000
2023-06-19,District D,34.9,20.1,Monday,12000
2023-06-19,District E,34.3,23.6,Monday,8000
2023-06-20,District A,44.9,25.9,Tuesday,10000
2023-06-20,District B,54.2,22.3,Tuesday,15000
2023-06-20,District C,64.3,24.3,Tuesday,20000
2023-06-20,District D,59.2,21.4,Tuesday,12000
2023-06-20,District E,25.2,26.8,Tuesday,8000
2023-06-21,District A,26.8,24.8,Wednesday,10000
2023-06-21,District B,61.3,24.4,Wednesday,15000
2023-06-21,District C,99.4,24.1,Wednesday,20000
2023-06-21,District D,37.4,24.9,Wednesday,12000
